Origin Countries,State Code,AFG,ALB,DZA,ASM,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COD,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,FJI,FIN,FRA,GUF,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GUM,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,PRK,KOR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MYT,MEX,FSM,MDA,MCO,MNG,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NCL,NZL,NIC,NER,NGA,NIU,NFK,MNP,NOR,OMN,PAK,PLW,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,ROM,RUS,RWA,SHN,SPM,WSM,SMR,STP,SAU,SEN,SRB,SCG,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,USA,URY,UZB,VUT,VEN,VNM,VIR,VGB,WLF,YEM,ZMB,ZWE
Lesotho,LSO,4,0,0,0,0,283,0,0,0,0,0,50,0,0,0,0,12,0,0,1,0,0,0,0,4,0,489,7,0,0,0,0,0,0,63,0,0,2,0,11,0,0,0,0,0,0,0,0,0,2,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,532,0,0,0,0,6,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30999,5,0,0,0,0,24,0,65,0,2,0,0,0,0,0,0,4361,0,396,0,6,0,3,0,7,0,0,7,0,0,0,6,0,46,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0,286656,7,0,13,0,243,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,326,0,0,0,0,0,0,0,0,0,988,53
Liberia,LBR,1,0,0,0,0,0,0,0,0,0,0,40,299,0,2,0,4,0,0,66,0,537,0,0,0,0,0,17,0,0,3431,0,0,1,110,18,0,6,0,8,1,3,0,0,0,0,0,2604,1,0,15,1,55,0,0,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,252,976,0,17,0,0,3,0,0,35154,5,0,0,0,0,4,0,178,5,0,7,0,323,0,23,0,0,0,0,0,0,0,0,0,0,37,0,0,1,0,0,3,0,3,0,8,2,0,820,0,0,3,30,0,0,10,0,0,0,0,0,0,2,2,0,0,2,0,0,0,4,0,379,7751,0,0,0,67,0,15,0,2,0,0,10,4,17,0,0,62,0,0,0,0,0,0,0,0,0,347,0,0,10,4247,0,0,0,0,0,13,23,0,12,0,0,6,29,0,0,0,0,46,0,371,0,0,0,1,573,0,0,0,0,0,0,4,14188,0,0,0,2,0,0,0,0,522,0,32
Libya,LBY,0,2,44,0,0,0,0,0,114,0,0,1235,15,0,0,0,2,0,0,60,0,10,0,0,2,0,0,193,0,31,5,56,0,131,559,0,0,6,1096,17,1,6,5,96,0,0,8,5,33,1,485,42,78,107,0,23,2,6176,1,0,98,0,40,0,0,0,26,8,8,3,2,3,0,1001,38,0,890,0,0,6,0,0,2,0,0,0,1,0,1072,0,110,12,6,11,3,5167,0,27,220,0,70,0,0,0,83,0,0,135,77,0,0,0,0,0,10,0,9,49,4,1,0,1,132,0,6,133,0,21,30,0,0,3,0,0,41,1,4,0,0,1,0,0,2,33,18,79,283,0,0,0,58,42,10,0,11,3,3,5,41,193,0,0,128,0,0,0,0,0,0,0,0,360,0,0,0,0,2,0,7,0,0,151,6,81,0,15689,0,0,20,26,38,0,0,102,111,0,0,0,0,0,2250,830,0,0,0,70,0,352,6973,8210,2,0,0,123,0,0,0,0,753,0,15
Liechtenstein,LIE,0,0,0,0,0,0,0,0,169,0,0,43,648,0,0,0,0,0,0,5,0,0,0,0,2,0,0,3,0,0,0,0,0,0,115,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,2,0,0,0,0,0,0,0,0,0,0,0,56,0,4,0,0,0,0,76,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0
Lithuania,LTU,0,13,0,0,1,26,0,0,2399,322,0,4447,0,549,0,0,0,0,17403,27,0,0,13,0,12,61,0,1323,0,22,0,0,0,0,6161,0,0,0,0,36,4,37,0,1,3,0,4,0,70,0,317,11091,332,0,0,16,35,0,0,0,0,3386,0,0,0,0,174,29,9,10,0,0,954,122059,1,0,55,0,0,0,4,2,1,0,0,0,0,51,3224,12,37,0,0,2,192,101,0,2,1,10088,0,0,0,9,0,784,0,37197,4,0,0,0,0,0,235,0,225,0,19,2,0,5,2,0,0,0,4,0,126,0,1041,69,0,0,0,31,0,3,0,0,49,0,3,216,0,1,2,0,0,0,40,0,1,0,9,2,110,14,0,131294,28,0,7,168,116115,0,0,0,0,4,0,3,0,0,84,7,0,0,1917,37,0,0,2356,150,0,0,0,9,230,879,1,0,498,0,0,0,2,0,3,0,0,75,947,0,0,0,26258,3,2514,75070,304,2577,0,3,0,0,0,0,10,28,236
Luxembourg,LUX,0,0,0,0,5,1,0,0,212,0,0,121,519,0,1,0,0,0,0,4652,0,0,0,0,2,65,0,5,0,0,0,0,0,1,732,0,0,0,0,12,0,4,0,288,3,0,6,1,2,0,0,61,69,0,0,23,0,4,2,0,0,0,13,3,0,0,18,10270,0,0,3,6,0,4513,1,1,120,0,0,0,0,1,0,0,0,0,0,2,11,1,41,0,0,0,31,914,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,44,16,7,1,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,2,0,0,0,0,0,13,0,1,2,0,0,0,59,0,0,0,8,0,0,6,0,101,1389,0,0,2655,0,10,0,0,0,0,0,0,0,0,132,0,0,0,10,29,0,0,2,760,0,1,0,0,2,787,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,714,2898,0,0,0,0,0,0,0,0,0,0,0
Macau,MAC,55,0,0,0,0,0,0,0,0,0,0,1643,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,3,0,2721,0,0,0,6,31,8299,0,0,0,0,0,1,0,16,0,0,0,5,2,0,5,0,0,0,0,2,0,0,0,0,2,0,7,0,3,0,0,0,0,41,0,0,0,0,0,2,0,0,0,0,0,0,144908,0,0,7520,0,0,56,2,0,0,0,3,0,236,0,1494,640,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,411,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,71,0,0,0,0,0,2,17,0,187,0,0,4,0,0,0,0,1636,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,7,154,0,0,0,3,0,20,0,45,0,4,49,0,0,0,0,37,0,0,0,0,0,0,0,8,0,0,0,8,0,0,2,5203,0,0,0,4,2,0,0,0,61,1,25
Macedonia,MKD,2,4784,0,4,34,1,0,0,652,0,0,37475,13036,0,0,17,2,0,0,871,0,3,2,0,1,7,9,277,0,809,0,0,0,8,5012,5,0,0,0,51,1,4,0,1,0,4,0,9,13175,0,24,854,568,0,0,5,8,0,0,0,0,0,0,0,0,3,5,2064,2,0,0,0,0,28788,11,0,502,0,0,0,18,0,4,0,0,0,0,11,4435,3,294,0,36,25,3,16850,0,13,3,0,1,0,0,2,211,0,0,0,2143,0,0,0,63,0,53,0,0,0,0,8,0,0,2,0,0,0,0,0,2,0,0,8,0,0,0,5,0,6,2,2,10,0,10,289,0,11,17,0,0,2,0,34,7,0,6,0,3,0,0,568,5,0,3578,414,0,0,0,0,1,61,0,396,4,0,9,0,2,4,148,6700,3,0,107,22,0,4,0,0,874,23592,143,0,0,2,1,0,18,0,13,0,0,39015,0,0,0,3,0,388,417,9637,45,0,2,9,0,0,0,0,286,1,12
Madagascar,MDG,0,0,0,0,2,3,0,2,15,0,0,132,52,0,0,0,3,2,0,205,0,1,0,0,2,8,8,45,0,0,2,36,0,92,1182,0,0,20,14,9,2,1,11643,76,0,0,0,0,1,28,20,2,17,57,1,19,0,0,0,0,75,0,32,0,0,0,0,64216,299,0,0,2,0,272,18,0,54,0,0,623,0,0,0,0,0,0,0,0,11,2,132,0,0,0,22,1008,0,42,3,0,49,0,0,0,0,0,0,0,0,1,0,0,0,0,92,0,80,0,847,1,0,0,0,0,308,0,135,11,10,0,0,27,0,1,0,21,0,5,0,2,0,22,2,5,0,1,38,0,0,0,344,0,11,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,2,0,0,0,0,115,800,582,0,1734,0,10,147,86,0,0,0,72,0,0,0,0,0,5,0,0,0,0,0,41,0,0,111,943,0,0,0,5,0,10,2,0,0,13,1568
Malawi,MWI,3,0,0,0,0,152,0,0,0,0,0,348,0,0,1,0,9,0,0,2,0,38,0,0,0,2,690,6,0,0,4,62,0,161,190,0,3,0,25,1,0,0,2,3,0,0,0,20,0,0,8,0,41,100,0,0,0,0,0,0,60,0,1,0,1,0,2,10,0,1,0,0,0,66,33,0,0,0,0,3,0,0,5,0,0,0,0,0,4,0,405,0,0,0,4,10,12,12,6,0,86,0,0,0,0,0,0,0,0,110,0,0,0,0,16,0,14,0,0,4,0,0,0,0,3,0,78,19,0,0,0,5,0,0,0,10332,0,478,0,5,0,0,0,81,0,31,1115,0,0,0,8,0,35,0,2,4,0,2,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,92,62694,103,0,3006,0,498,26,0,0,0,0,6967,0,0,2,0,0,0,0,0,0,0,0,289,0,0,11278,947,0,0,0,0,0,0,0,0,0,17186,154642
Malaysia,MYS,88,0,6,5,0,2,0,0,6,0,1,69734,51,0,18,21,171,0,0,43,0,0,0,5,4,11,12,36,40846,0,0,0,93,0,10625,0,9,0,0,21,548,6,0,28,0,6,4,1,0,2,1,1,325,0,0,33,0,107,0,0,0,0,1,14,0,112,132,228,0,23,0,0,0,1724,3,0,43,0,0,3,90,0,0,0,0,0,0,3732,4,9,11944,3471,2,0,70,289,148,6230,639,0,2,0,99,156,88,0,17,0,55,15,0,510,0,0,112,498,110,1,2,0,4,0,0,1,2,0,87,0,20,10,0,33,2,0,6,18,1197,5,36,2,2208,12,25,3776,0,1,4,0,1,109,185,0,2015,26,1,183,0,4,1042,5,0,9,92,0,0,2,1,0,2,0,0,18,0,0,7,2,1,343171,0,0,46,0,307,668,275,0,0,2,1598,202,7,191,0,0,1153,97,2,0,53,3,72,4,0,0,0,0,0,15,45502,34825,0,0,22,9,821,1,0,0,33,12,47
Maldives,MDV,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,202,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758,0,0,0,0,3,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Mali,MLI,9,0,0,0,9,0,0,0,0,0,0,8,194,0,0,0,26,0,0,761,0,4521,0,0,0,4,2,36,0,0,37614,27,0,71,52,146,0,346,11,10,0,0,0,2577,4151,0,0,393886,1,0,15,1,7,43,0,10,0,4,0,3,160,0,1076,0,0,0,3,32647,2,0,17378,5371,0,418,2270,0,202,0,0,6,0,0,4402,52,0,0,0,0,19,0,1176,0,0,0,12,3753,0,9,1,0,37,0,0,2,0,0,0,0,0,0,1377,6,0,0,40,0,35,11,16,11,0,0,0,0,3,7278,0,8,0,0,0,12,0,0,0,5,0,1,0,14,0,0,0,0,2,43935,53753,0,0,0,5,0,102,0,0,0,0,3,0,16,0,0,0,0,0,9,0,0,0,0,0,0,17407,0,2,0,1848,6,0,0,0,246,25,312,3,1306,0,0,79,322,0,0,0,54,0,0,2704,0,0,0,5,0,0,0,0,31,0,0,59,412,0,0,0,4,0,0,0,0,0,221,62
Malta,MLT,2,0,2,6,0,2,0,0,4,0,0,52261,16,0,6,0,2,0,0,0,0,0,1,0,4,21,0,1,0,1,0,0,0,8,12446,0,3,0,0,8,1,2,0,2,0,7,0,0,0,0,0,0,52,0,0,29,0,0,0,0,0,0,0,7,0,5,10,10,0,4,0,0,0,233,10,0,180,0,0,1,31,0,0,0,0,0,0,11,5,4,286,0,0,0,18,0,50,6,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,80,0,76,0,1,8,0,0,0,0,0,0,0,0,23,1,0,23,0,0,0,3,0,3,3,2,0,0,18,384,0,0,1,0,2,3,38,0,7,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,2,0,0,0,4,0,28,0,2,4,0,0,4,0,218,0,0,4,0,0,5,85,0,0,0,2,0,0,1,0,22,0,2,0,0,0,1,3,0,0,31704,11044,0,0,3,0,0,0,0,1,0,2,13
Marshall Islands,MHL,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,0,0,0,0,0,0,0,0,0,45,2,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,49,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3171,0,0,0,0,0,0,0,0,0,0,0
Martinique,MTQ,0,0,0,0,0,0,5,5,3,0,23,21,0,0,4,0,0,6,0,0,0,0,0,0,2,28,0,87,0,0,0,0,0,41,242,0,2,0,6,5,0,7,3,0,0,0,1,0,0,32,0,0,9,2,55,167,21,0,0,0,2,0,0,0,0,4,18,702,4257,137,0,0,0,3,0,0,0,0,17,5874,0,0,0,0,8,32,0,0,0,5,1,0,0,0,28,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,7,0,0,0,155,0,141,0,3,0,0,0,0,0,0,0,0,72,0,0,0,45,0,0,0,0,0,0,0,0,0,39,215,37,0,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,29,0,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,0,0,4,0,0,0,56,0,0,43,0,0,0,0,31,0,0,0,0,0,15,0,0,0,10,0,3,0,0,10774,920,24,0,0,3,0,27,0,3,15,0,0
Mauritania,MRT,0,0,1,0,2,0,0,0,0,0,0,5,2,0,0,0,2,0,0,181,0,182,0,0,0,0,0,6,0,1,1851,2,0,5,58,6,0,42,0,10,0,0,0,470,857,0,0,9204,0,0,2,0,4,3,0,0,0,357,0,0,15,0,197,0,0,0,0,6380,0,0,211,1879,0,520,14086,0,48,0,0,6,0,0,163,200,0,0,0,0,4,0,70,2,0,0,3,891,0,1,61,0,2,0,0,0,8,0,0,0,5,0,0,12,0,0,10,0,9,2,1,0,0,18957,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,7,226,7120,0,0,0,3,2,6,0,2,0,0,6,0,2,0,0,9,0,0,2,0,0,0,0,0,14,23104,0,0,7,135,0,0,0,0,23,2,81,0,82,0,0,21,76,1,0,0,3,22,0,133,0,0,0,1,0,0,0,0,37,0,14,15,91,0,0,0,0,0,0,0,0,0,0,5
Mauritius,MUS,18,0,0,1,5,9,0,0,0,0,0,16338,98,0,3,0,25,0,0,729,0,2,0,0,0,6,283,3,0,0,3,0,0,0,4030,0,3,0,0,1,0,3,0,21,0,1,0,1,0,2,7,0,91,0,0,6,0,0,0,0,1,0,9,0,0,0,12,26638,6,39,0,0,0,192,20,0,102,0,0,32,6,0,0,0,0,0,0,0,10,1,2475,0,0,0,16,9086,51,15,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,70,0,61,462,2017,1,0,0,0,0,21,0,0,0,4,0,0,20,0,0,0,45,0,11,8,14,0,4,279,130,0,2,70,0,0,0,148,0,100,0,0,45,0,0,0,6,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,355,2,0,0,0,0,2,7605,442,1,12,0,23,112,159,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,24760,1656,0,0,4,0,0,0,0,0,0,30,3722
Mayotte,MYT,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1031,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,70,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,MEX,5,0,0,0,3,0,2,3,2332,0,6,751,376,0,22,4,7,17,0,114,0,0,118,1,6442,6,0,787,0,5,0,2,16,359,15966,0,18,0,29,743,37,1454,25,6,0,0,1311,1,0,383,13,7,267,9,4,1523,653,12,1404,0,15,0,0,0,0,3,65,4403,4,0,0,0,0,2400,0,0,303,51,4,9,0,5208,0,0,27,9,722,32,142,1,634,4,0,0,17,4101,0,722,11,0,1952,0,7,25,17,0,0,0,2,4,0,29,0,0,33,0,30,0,0,1193,0,0,0,0,12,0,0,2,0,0,0,10,0,0,0,5,1,3,0,4,0,8,1,0,710,2,14,0,0,0,211,6,30,0,1467,0,2864,761,37,73,38,1934,4,0,0,0,0,2,0,0,0,4,0,0,6,0,0,600,1,12,0,23,37,11549,0,333,28,0,160,416,1,1,0,145,40,0,3,0,0,50,2,5,0,3,0,29,0,19,0,4662233,85,0,0,2888,5,55,0,0,6,2,0
Micronesia,FSM,0,0,0,18,0,0,0,1,3,0,0,0,6,0,0,10,0,0,0,69,0,0,0,0,0,0,8,2,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,15,0,2,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,478,0,0,0,1,0,0,0,22,0,0,21,0,0,3,2969,0,0,0,0,0,0,0,0,0,73,40,0,0,0,507,0,46,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,396,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,5,2,0,0,0,3,0,1844,3,0,2,314,0,7,0,1,14,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,182,0,0,0,0,373,0,0,0,34,0,0,0,0,0,3,0,0,4,0,6,0,0,6,1,0,0,0,0,2,0,0
Moldova,MDA,0,7,2,0,2,0,0,0,10,668,0,2095,0,1830,0,1,0,0,7502,44,0,0,3,0,0,6,3,7,0,521,0,0,0,0,2123,0,0,0,0,3,4,2,0,4,7,0,1,2,24,0,69,2413,23,0,0,5,0,15,0,0,0,1635,0,0,0,0,17,3,0,0,0,0,2243,10261,2,0,2553,0,0,0,0,0,3,0,0,0,0,51,3007,1,58,0,2,17,77,2569,0,5,1,27499,0,0,0,9,7,2052,0,4212,38,0,0,37,0,1935,22,0,21,0,0,2,0,7,2,0,0,0,0,0,28,0,0,6,0,0,0,6,0,0,0,0,2,0,0,20,0,3,5,0,0,0,6,2,2,0,1,0,0,5,0,1477,3,0,64,59685,228795,0,0,0,0,6,0,27,0,0,8,2,1,1,417,8,0,0,61,79,0,0,0,0,22,1475,10,0,1830,0,0,0,5,0,0,0,2,669,2608,0,0,0,186983,26,232,9486,2,6426,0,0,0,0,0,0,88,0,3
Monaco,MCO,0,0,2,0,0,1,0,0,22,0,0,333,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,46,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,55,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,171,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,89,0,0,0,0,100,0,0,0,0,0,3,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0
Mongolia,MNG,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,14,0,32,24,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1484,0,2,0,0,0,0,28,0,26,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,68,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,101,0,0,0,0,0,0,0,0,24,0,0
Montserrat,MSR,0,0,0,0,0,0,15,878,0,0,8,7,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,2,0,0,10,0,0,0,0,0,0,1,0,0,18,0,0,0,0,63,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,70,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,3714,0,0,0,0,0,1013,123,0,0,0,0
Morocco,MAR,21,0,52984,0,243,0,0,5,479,0,0,958,420,0,5,3,60,3,0,141833,0,25,0,0,6,137,0,2144,0,20,105,19,0,46,15288,0,0,19,7,62,3,63,2,19,0,0,15,13,8,45,122,10,3288,37,3,24,18,2419,6,0,32,0,8,0,0,0,390,654248,471,412,0,0,0,50126,829,2258,783,0,0,854,0,1,5,0,0,1,2,0,133,31,2772,5,23,465,463,160780,0,64,255,0,24,0,0,5,175,0,0,0,650,0,0,2755,2,0,1489,0,1291,0,45,36,0,25,0,0,530,329,0,7,163,0,0,434,0,2,0,2,2,0,0,33,122444,35,507,42,6,21,744,0,0,0,2437,193,240,0,16,4,35,32,7,100,533,0,1086,0,0,0,0,0,0,0,0,14078,5968,0,85,0,38,18,2,0,0,50,72,105884,5,5486,0,1,2560,8403,174,0,0,35,47,0,1,0,0,9,7604,9424,0,0,0,20,0,1626,10364,24311,20,0,0,1545,0,17,3,0,8589,1,179
Mozambique,MOZ,11,0,0,0,1,409,0,0,30,0,0,373,27,0,0,0,13,0,0,104,0,21,0,0,19,17,178,980,0,1,23,499,0,1296,807,0,0,0,199,15,0,8,13,99,0,0,2,11,0,0,9,0,74,804,0,11,7,0,0,0,582,0,41,0,0,0,7,111,48,0,0,3,0,85,179,0,28,0,0,3,0,0,3,0,0,0,0,0,10,4,1532,0,0,0,43,513,10,1,1,0,691,0,0,2,0,0,0,0,0,195,0,0,0,0,182,0,158,0,112430,13,0,5,0,0,3,0,138,156,20,0,0,53,0,0,0,0,0,850,0,7,0,0,0,17,2,17,630,0,0,0,22,0,52,0,1,0,13,7,0,8,73705,0,0,0,0,0,1,0,0,0,159,0,3,0,10,13,23,6,0,0,0,892,129409,1146,0,24275,0,12820,291,46,0,0,0,75864,0,0,0,0,0,0,0,0,0,0,0,186,0,0,218,1391,8,0,0,129,0,0,0,0,0,18071,103331
Myanmar,MMR,614,0,0,0,0,0,0,0,19,0,0,7991,7,0,0,0,679,0,0,6,0,0,0,17,0,3,4,15,0,0,0,0,28,0,2894,0,1,0,2,2,51,2,0,42,1,0,3,2,0,0,2,1,47,0,0,5,0,0,0,0,0,0,2,0,0,17,7,57,0,2,1,0,0,210,5,0,6,0,0,0,13,0,0,0,0,0,0,5,6,2,83260,4166,0,20,18,41,0,1050,1,0,86,0,9,1,3,0,412,0,0,5,0,1,0,0,28,22,28,2,0,3353,28,0,0,0,0,0,3,0,0,1,0,8,0,0,0,7,0,2,5,79,0,0,4,423,0,2,7,0,0,16,30,0,8002,4,0,13,0,23,982,8,19,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,2,293,0,0,6,1,119,167,136,17,0,1,400,25,0,25,0,14,52701,0,4,0,8,0,0,3,0,0,0,3,0,0,11378,21588,0,0,3,4,29,0,0,0,22,8,29
